Order_id,Customer_id,Customer_name,Product_ID,Product_Name,Product_Category,Payment Type,QTY,Price,Datetime,Country,City,ecommerce_website_name,Payment Transaciton ID,Payment Status,Notes
DEU-09052022-Jc52-111,111,Lisa Smith,14,Disposable Napkins ,Utensils,Internet Banking,56,$1680,09-05-2022 09:59,Japan,Tokyo,www.tatacliq.com,1653338049760vKhR,Success,
DEU-16052022-iBvQ-6,6,Helen Lock,45,Minced Garlic,Consumable,UPI,176,$4048,16-05-2022 07:24,Canada,Toronto,www.tatacliq.com,1653338049756roT9,Success,
DEU-10042022-ll6r-48,48,Dave Jones,27,Crate of Beef ,Consumables,card,28,$12600,10-04-2022 10:19,Germany,Munich,www.tatacliq.com,1653338049721tbE6,Success,
DEU-22042022-JYVx-116,116,Sam Robinson,48,Diced Carrots,Consumable,card,5,$355,22-04-2022 11:20,Germany,Munich,www.tatacliq.com,165333804968512A4,Failed,Lost card
JPN-29042022-h5u1-132,NULL,Joe O'niel,8,Set of Metal Knives,Utensils,Internet Banking,142,$7100,29-04-2022 07:22,Australia,Sydney,www.tatacliq.com,1653338049708TvSz,Success,
JPN-30042022-c9PV-112,112,Michael Lock,11,Box of Ensure Vanilla,Consumables,UPI,61,$4270,30-04-2022 11:03,China,Beijing,www.ebay.com,16533380497739VPk,Success,
AUS-04042022-oBaW-47,YUgC,Lisa Jones,12,Box of Ensure Strawberry,Consumables,card,126,$8820,04-04-2022 12:21,Japan,Osaka,www.amazon.com,1653338049774Jlhz,Success,
AUS-16042022-5gYd-13,13,Sam Kringler,11,Box of Ensure Vanilla,Consumables,card,173,$12110,16-04-2022 11:33,Australia,Brisbane,www.tatacliq.com,1653338049713iLlq,Failed,Over limit
US-23042022-hgpg-102,102,Anna Lock,14,Disposable Napkins ,Utensils,UPI,130,$3900,23-04-2022 11:29,Japan,Kyoto,www.tatacliq.com,1653338049713cHr0,Failed,Invalid security code
DEU-23042022-9bGP-42,42,Omar Lock,43,Set of Whisks ,Utensil,Wallet,89,$5340,23-04-2022 08:06,Australia,Sydney,www.ebay.com,1653338049777AgGe,Failed,Insufficient funds
AUS-06042022-4QV6-125,125,Sam Jordan,40,Whole Kernel Corn,Consumable,Internet Banking,168,$1008,06-04-2022 12:25,United States,San Diego,www.amazon.com,16533380497633SQk,Failed,Incorrect credit card number
US-11052022-ExjI-123,123,Lisa Kringler,21,Set of 10 Metal Tongs,Utensils,card,162,$12150,11-05-2022 08:27,Japan,Tokyo,www.jd.com,16533380497423LAJ,Success,
US-14042022-lVIU-103,103,Shaun Jones,19,Disposable Styrofoam Cups ,Utensils,Internet Banking,14,$490,NULL,China,Chengdu,www.jd.com,16533380497392mMp,Success,
DEU-08042022-b5Qi-114,114,Shaun Robinson,11,Box of Ensure Vanilla,Consumables,Wallet,148,$10360,08-04-2022 07:29,Australia,Sydney,www.tatacliq.com,1653338049702t2BA,Success,
AUS-19042022-eiLb-102,102,Anna Lock,2,Crate of Strawberries,Consumables,Wallet,34,$3672,19-04-2022 08:20,Japan,Kyoto,www.ebay.com,1653338049682vQpt,Success,
AUS-07052022-5WKc-113,113,Lisa O'niel,49,Black Olives,Consumable,card,55,$5060,07-05-2022 08:08,Germany,Berlin,www.flipKart.com,1653338049769VjOj,Success,
CAN-30042022-YT96-57,57,Anna Jones,41,Sliced Jalapenos in brine ,Consumable,Wallet,116,$18676,30-04-2022 13:25,Australia,Melbourne,www.amazon.com,1653338049762HtRC,Success,
DEU-10042022-Uyvz-59,59,Anna Smith,13,Crate of Granulated Potatoes 6x,Consumables,card,136,$10880,10-04-2022 09:10,Japan,Tokyo,NULL,1653338049748ItQ5,Success,
CN-12042022-BNY4-113,113,Lisa O'niel,25,Frozen Ham,Consumables,Internet Banking,172,$10320,12-04-2022 09:09,Germany,Berlin,www.jd.com,1653338049757cH9P,Success,
US-09042022-QN9E-74,74,Joe Davidson,27,e4S5,Consumables,Internet Banking,41,$18450,09-04-2022 10:07,China,Beijing,www.jd.com,1653338049748Njr8,Failed,Unsupported card type
CN-05042022-G8cV-18,18,Anna Kringler,45,Minced Garlic,Consumable,card,168,$3864,05-04-2022 12:26,Australia,Sydney,www.jd.com,CN-05042022-G8cV-18,Failed,Incorrect credit card number
DEU-17052022-7Ezl-37,37,Dave Carter,18,Disposable Plastic Cups,Utensils,Wallet,165,$6600,17-05-2022 11:21,Canada,Quebec,www.flipKart.com,1653338049777Z0gi,Failed,Insufficient funds
JPN-31032022-Gqcx-136,136,Sam Davidson,12,Box of Ensure Strawberry,Consumables,UPI,Silk,$9870,31-03-2022 09:14,Germany,Hamburg,www.amazon.com,1653338049743pwEH,Failed,Invalid security code
AUS-14052022-2CBT-80,80,Bob Lock,3,Watermelon,Consumables,Internet Banking,143,$2574,14-05-2022 08:26,Germany,Berlin,www.tatacliq.com,1653338049683CvEc,Failed,Incorrect credit card number
CAN-16052022-EZdl-23,23,John Lock,50,Chili Beans,Consumable,Wallet,190,$12350,16-05-2022 08:23,Germany,Berlin,www.ebay.com,1653338049739iUT5,Failed,Over limit
CAN-13052022-rarr-6,6,Helen Lock,17,NULL,Consumables,Internet Banking,77,$2002,13-05-2022 11:03,Canada,Toronto,www.amazon.com,1653338049743XdyD,Success,
US-01052022-2X3r-100,100,Michael Parker,24,Frozen Chicken Drumsticks,Consumables,Internet Banking,113,$8475,01-05-2022 07:25,Australia,Melbourne,www.jd.com,16533380497389Npd,Success,
CN-05042022-JFUm-22,22,Omar Davidson,16,Crate of Clams in Gravy ,Consumables,UPI,79,$8295,05-04-2022 12:55,QxAv,Munich,www.amazon.com,1653338049685aTo7,Success,
CN-21052022-3oim-38,38,Omar Jackson,42,Red and Green Pepper Strips ,7bGw,UPI,147,$4410,21-05-2022 07:09,Canada,Quebec,www.jd.com,1653338049704kEuh,Success,
AUS-05042022-3FIa-131,131,John Carter,1,Crate of Bananas,Consumables,Wallet,32,$1120,05-04-2022 08:02,Australia,Brisbane,www.ebay.com,1653338049727zou9,Success,
CAN-01052022-jYmF-104,104,Sam Smith,22,Set of 10 Food Serving Scoops Large,Utensils,card,156,$12480,01-05-2022 08:00,United States,San Diego,www.flipKart.com,1653338049765yqKJ,Success,
CAN-08052022-EuKf-39,39,Helen Robinson,26,Frozen Fish,Consumables,card,134,OkFv,08-05-2022 09:26,United States,San Franciso,www.ebay.com,1653338049767Pju8,Success,
DEU-21052022-E2yi-130,130,Omar O'niel,16,Crate of Clams in Gravy ,s0cQ,UPI,148,$15540,21-05-2022 12:07,Canada,Toronto,www.amazon.com,1653338049744up1v,Failed,Unsupported card type
US-23052022-vDmF-77,77,Joe Parker,10,Box of Ensure Chocolate,Consumables,Internet Banking,162,$11340,23-05-2022 12:18,gEZq,Beijing,www.tatacliq.com,1653338049718dPIp,Success,
CN-18052022-L8ws-126,126,Alice Jordan,47,Sweet Peas,Consumable,Internet Banking,dagU,$11400,18-05-2022 13:17,China,Beijing,www.amazon.com,1653338049723mAjf,Success,
CN-29042022-aFjd-141,141,Bob Jordan,43,Set of Whisks ,Utensil,card,90,$5400,29-04-2022 11:26,Canada,Quebec,www.tatacliq.com,1653338049704ezNV,Failed,Over limit
AUS-18042022-9Jp8-79,79,Joe Doe,39,Stainless Cooking Pot Set ,Utensil,Wallet,47,$1645,18-04-2022 10:30,Germany,Hamburg,www.tatacliq.com,1653338049680mJnu,Failed,Invalid security code
CN-15042022-Mzk0-101,101,Helen Jackson,4,Crate of Plastic Forks,Utensils,Internet Banking,92,$2760,15-04-2022 11:01,Germany,Berlin,www.ebay.com,16533380497086ZMA,Success,
DEU-18052022-AwfI-99,99,Anna Parker,41,Sliced Jalapenos in brine ,Consumable,Wallet,160,$25760,18-05-2022 08:57,Japan,Osaka,www.tatacliq.com,1653338049729h6BQ,Failed,Invalid security code
CAN-23042022-XiOf-76,76,Alice Davidson,46,Fancy chopped Spinach,Consumable,Wallet,28,$2520,23-04-2022 10:58,United States,San Franciso,www.amazon.com,1653338049681feSZ,Success,
DEU-05042022-qBod-105,105,Dave Smith,49,Black Olives,Consumable,UPI,126,$11592,05-04-2022 12:30,Australia,Melbourne,www.amazon.com,1653338049769SQlb,Failed,Lost card
CAN-20042022-qdk9-15,15,Helen Doe,5,Crate of Plastic Knives,Utensils,UPI,72,$2160,20-04-2022 10:03,China,Chengdu,www.jd.com,16533380497331Xl8,Failed,Invalid security code
CAN-07052022-LQHi-129,129,Helen Jordan,23,Large Capacity Blender,Device,Internet Banking,77,$15400,07-05-2022 07:34,United States,Houston,www.tatacliq.com,1653338049777mugE,Success,
CAN-08052022-rUOW-36,36,Dave Doe,3,Watermelon,Consumables,card,198,$3564,08-05-2022 11:58,Canada,Toronto,www.amazon.com,1653338049718WhfZ,Failed,Invalid security code
CAN-19052022-I2mF-30,30,Helen Kringler,4,Crate of Plastic Forks,Utensils,UPI,82,$2460,19-05-2022 07:03,Canada,Montreal,www.tatacliq.com,16533380497748nar,Failed,Expired card
CN-06042022-fjJy-49,49,Dave Robinson,3,Watermelon,Consumables,Wallet,112,$2016,06-04-2022 07:32,Australia,Brisbane,www.flipKart.com,1653338049707fvxm,Failed,Incorrect credit card number
AUS-03042022-SJlb-132,132,Joe O'niel,45,Minced Garlic,Consumable,Internet Banking,98,$2254,03-04-2022 12:14,Australia,Sydney,www.ebay.com,1653338049715BAzG,Failed,Insufficient funds
CN-30042022-CCAF-137,137,Michael Kringler,26,Frozen Fish,Consumables,Wallet,159,$24804,30-04-2022 11:12,China,Shanghai,www.tatacliq.com,16533380496988lvJ,Failed,Insufficient funds
CN-05052022-hA5t-108,108,Anna O'niel,46,Fancy chopped Spinach,Consumable,card,16,$1440,05-05-2022 11:07,Germany,Munich,www.flipKart.com,1653338049734Mh0K,Failed,Expired card
CN-30042022-lCDD-49,49,Dave Robinson,7,Set of Metal Forks,Utensils,card,164,$8200,30-04-2022 10:56,Australia,Brisbane,www.ebay.com,1653338049760XHLo,Failed,Invalid expiration date
CAN-15052022-AQH6-50,50,Omar Carter,7,Set of Metal Forks,Utensils,Internet Banking,47,$2350,15-05-2022 13:29,Australia,Brisbane,www.amazon.com,1653338049692YINa,Failed,Lost card
US-07042022-IpLG-79,79,Joe Doe,18,Disposable Plastic Cups,Utensils,Internet Banking,110,$4400,07-04-2022 07:08,Germany,Hamburg,www.ebay.com,1653338049679Z1SY,Failed,Expired card
CN-16042022-yLSo-8,8,Shaun Kringler,27,Crate of Beef ,Consumables,Wallet,168,$75600,16-04-2022 08:34,Australia,Brisbane,www.ebay.com,16533380497375aqW,Failed,Expired card
DEU-18042022-sRRy-46,46,Lisa Lock,46,Fancy chopped Spinach,Consumable,Wallet,73,$6570,18-04-2022 13:24,United States,San Diego,www.tatacliq.com,1653338049702FJYP,Failed,Over limit
JPN-01042022-CWNb-16,16,Michael Jordan,22,Set of 10 Food Serving Scoops Small,Utensils,Internet Banking,113,$7345,01-04-2022 09:02,Japan,Kyoto,www.ebay.com,1653338049741sn2e,Failed,Unsupported card type
CAN-12052022-L1r6-136,136,Sam Davidson,22,Set of 10 Food Serving Scoops Small,Utensils,Wallet,91,$5915,12-05-2022 10:20,Germany,Hamburg,www.amazon.com,1653338049755jW3Z,Success,
CAN-03042022-qKNP-75,75,Bob Robinson,13,Crate of Granulated Potatoes 6x,Consumables,UPI,20,$1600,03-04-2022 10:33,United States,New York,www.jd.com,1653338049702Ghsw,Success,
JPN-10052022-R4nB-3,3,Omar Smith,11,Box of Ensure Vanilla,Consumables,Internet Banking,86,$6020,10-05-2022 09:11,Canada,Vancouver,www.ebay.com,1653338049741gAXs,Success,
CAN-04052022-eYCA-31,31,Alice Jones,13,Crate of Granulated Potatoes 6x,Consumables,card,48,$3840,04-05-2022 10:11,Australia,Sydney,www.jd.com,1653338049715CYa8,Failed,Over limit
JPN-03042022-GuyN-33,33,Joe Jackson,13,Crate of Granulated Potatoes 6x,Consumables,Wallet,33,$2640,03-04-2022 13:32,United States,San Diego,www.amazon.com,16533380496973GAW,Success,
US-13052022-H8eb-62,62,Lisa Doe,28,Frozen Chicken,Consumable,UPI,147,$13230,13-05-2022 09:06,China,Shanghai,www.tatacliq.com,1653338049761aBIX,Success,
JPN-13042022-Ur7H-59,59,Anna Smith,8,Set of Metal Knives,Utensils,Wallet,138,$6900,13-04-2022 11:11,Japan,Tokyo,www.ebay.com,1653338049713YRo4,Success,
CAN-20042022-6mBT-88,88,Joe Carter,25,Frozen Ham,Consumables,Wallet,112,$6720,20-04-2022 08:15,Australia,Melbourne,www.tatacliq.com,16533380497114Nql,Success,
JPN-12052022-qQ0Z-77,77,Joe Parker,17,Crate of Helm's Mayonaise ,Consumables,card,149,$3874,12-05-2022 11:02,China,Beijing,www.tatacliq.com,1653338049707uIma,Success,
US-20052022-M2Px-47,47,Lisa Jones,5,Crate of Plastic Knives,Utensils,card,101,$3030,20-05-2022 13:19,Japan,Osaka,www.jd.com,1653338049743KmaY,Success,
US-30032022-C3FR-85,85,Dave Jordan,5,Crate of Plastic Knives,Utensils,Wallet,73,$2190,30-03-2022 13:29,Japan,Osaka,www.jd.com,16533380497725gg6,Failed,Insufficient funds
JPN-07052022-vH5B-33,33,Joe Jackson,13,Crate of Granulated Potatoes 6x,Consumables,Internet Banking,116,$9280,07-05-2022 11:55,United States,San Diego,www.tatacliq.com,1653338049770cp0U,Failed,Over limit
AUS-22042022-yJPZ-70,70,Anna Robinson,17,Crate of Helm's Mayonaise ,Consumables,Internet Banking,169,$4394,22-04-2022 10:58,Canada,Toronto,www.jd.com,1653338049695xpq6,Success,
CAN-20052022-UuWr-17,17,John Smith,41,Sliced Jalapenos in brine ,Consumable,card,171,$27531,20-05-2022 08:02,Australia,Brisbane,www.jd.com,1653338049687whNu,Failed,Over limit
DEU-09052022-fVHb-78,78,Omar Jordan,20,Disposable Styrofoam Bowls,Utensils,UPI,100,$4500,09-05-2022 09:28,China,Chengdu,www.jd.com,1653338049713hAdC,Success,
US-06052022-ESTD-6,6,Helen Lock,42,Red and Green Pepper Strips ,Consumable,Internet Banking,56,$1680,06-05-2022 10:17,Canada,Toronto,www.tatacliq.com,1653338049694fhls,Failed,Unsupported card type
CN-02052022-irlt-80,80,Bob Lock,40,Whole Kernel Corn,Consumable,Wallet,35,$210,02-05-2022 08:21,Germany,Berlin,www.ebay.com,1653338049686KhvI,Success,
AUS-05042022-uLyT-16,16,Michael Jordan,23,Set of 10 Food Serving Scoops Medium,Utensils,Internet Banking,148,$10360,05-04-2022 09:09,Japan,Kyoto,www.jd.com,1653338049690jQ29,Success,
JPN-02052022-bNv5-52,52,Bob Smith,7,Set of Metal Forks,Utensils,card,129,$6450,02-05-2022 11:19,Canada,Vancouver,www.flipKart.com,1653338049761HEYS,Success,
DEU-02042022-aITt-2,2,Helen Davidson,23,Set of 10 Food Serving Scoops Medium,Utensils,UPI,41,$2870,02-04-2022 12:01,Canada,Toronto,www.flipKart.com,1653338049694FYSm,Success,
DEU-09052022-x3CM-101,101,Helen Jackson,27,Crate of Beef ,Consumables,Wallet,199,$89550,09-05-2022 06:56,Germany,Berlin,www.ebay.com,1653338049769BlG0,Success,
CN-23052022-nRp4-120,120,Lisa Robinson,21,Set of 10 Metal Tongs,Utensils,Internet Banking,75,$5625,23-05-2022 11:12,Australia,Melbourne,www.jd.com,16533380497290DzX,Success,
DEU-13052022-STNW-57,57,Anna Jones,28,Frozen Chicken,Consumable,card,164,$14760,13-05-2022 10:12,Australia,Melbourne,www.flipKart.com,165333804970463cK,Success,
US-10042022-kNJA-80,80,Bob Lock,5,Crate of Plastic Knives,Utensils,Internet Banking,126,$3780,10-04-2022 10:18,Germany,Berlin,www.tatacliq.com,16533380497670OEn,Failed,Invalid security code
US-29032022-GaW7-70,70,Anna Robinson,47,Sweet Peas,Consumable,Internet Banking,31,$1860,29-03-2022 11:09,Canada,Toronto,www.jd.com,1653338049714CFM8,Success,
CN-05042022-CjMI-21,21,Alice Robinson,44,Styrofoam Cup Lids,Utensil,UPI,34,$1360,05-04-2022 09:59,United States,Houston,www.flipKart.com,165333804969999vi,Failed,Invalid security code
US-19052022-J7L5-137,137,Michael Kringler,41,Sliced Jalapenos in brine ,Consumable,Internet Banking,75,$12075,19-05-2022 11:57,China,Shanghai,www.jd.com,1653338049721q6VG,Failed,Over limit
DEU-13052022-pbDM-106,106,Bob Kringler,25,Frozen Ham,Consumables,Internet Banking,126,$7560,13-05-2022 08:32,United States,New York,www.ebay.com,1653338049713H20i,Success,
AUS-05052022-682b-102,102,Anna Lock,16,Crate of Clams in Gravy ,Consumables,card,88,$9240,05-05-2022 10:11,Japan,Kyoto,www.tatacliq.com,1653338049723Ss7r,Success,
US-04042022-65UL-1,1,John Davidson,15,Crate of Tomato Sauce,Consumables,Wallet,146,$10220,04-04-2022 07:11,United States,San Diego,www.amazon.com,1653338049684Wn9k,Failed,Lost card
CAN-21042022-XgwX-82,82,Omar Jones,23,Set of 10 Food Serving Scoops Medium,Utensils,Internet Banking,18,$1260,21-04-2022 10:55,United States,Houston,www.tatacliq.com,16533380497711apV,Success,
DEU-08052022-M4zL-79,79,Joe Doe,22,Set of 10 Food Serving Scoops Small,Utensils,UPI,46,$2990,08-05-2022 09:58,Germany,Hamburg,www.amazon.com,1653338049690Gs9R,Failed,Over limit
US-11052022-XliF-93,93,Sam Carter,27,Crate of Beef ,Consumables,card,87,$39150,11-05-2022 08:24,Australia,Brisbane,www.jd.com,1653338049709E0j9,Failed,Expired card
US-15042022-9S61-24,24,Alice Doe,7,Set of Metal Forks,Utensils,Wallet,80,$4000,15-04-2022 11:00,Canada,Quebec,www.ebay.com,16533380496973Wcf,Success,
JPN-11052022-fxxN-76,76,Alice Davidson,18,Disposable Plastic Cups,Utensils,Internet Banking,99,$3960,11-05-2022 13:11,United States,San Franciso,www.amazon.com,1653338049710SZTF,Success,
AUS-20052022-zPSL-29,29,Bob Jackson,7,Set of Metal Forks,Utensils,UPI,117,$5850,20-05-2022 07:14,United States,San Diego,www.jd.com,1653338049688SXb4,Failed,Insufficient funds
AUS-10052022-Rnmd-120,120,Lisa Robinson,44,Styrofoam Cup Lids,Utensil,Wallet,196,$7840,10-05-2022 10:04,Australia,Melbourne,www.jd.com,16533380497144nev,Success,
US-17052022-Tp1H-93,93,Sam Carter,42,Red and Green Pepper Strips ,Consumable,Wallet,58,$1740,17-05-2022 10:07,Australia,Brisbane,www.flipKart.com,1653338049754uRM7,Failed,Over limit
JPN-16052022-9hTk-51,51,Lisa Parker,2,Crate of Strawberries,Consumables,Internet Banking,117,$12636,16-05-2022 11:12,United States,New York,www.flipKart.com,1653338049770KGb3,Failed,Invalid expiration date
JPN-19052022-a2vp-56,56,Shaun Davidson,9,Set of Metal Spoons,Utensils,card,195,$9750,19-05-2022 09:58,Japan,Kyoto,www.jd.com,1653338049748xKSu,Failed,Invalid expiration date
AUS-02052022-JDGc-49,49,Dave Robinson,14,Disposable Napkins ,Utensils,UPI,144,$4320,02-05-2022 08:59,Australia,Brisbane,www.amazon.com,1653338049715eE62,Failed,Incorrect credit card number
CN-12042022-qRNa-40,40,Sam Lock,41,Sliced Jalapenos in brine ,Consumable,Wallet,37,$5957,12-04-2022 13:18,Germany,Munich,www.jd.com,1653338049684MaBZ,Success,
CN-15052022-Z0VM-52,52,Bob Smith,6,Crate of Plastic Spoons,Utensils,UPI,148,$4440,15-05-2022 12:30,Canada,Vancouver,www.flipKart.com,1653338049752r8VS,Success,
DEU-17052022-rmoP-63,63,Alice Lock,24,Frozen Chicken Drumsticks,Consumables,Internet Banking,96,$7200,17-05-2022 10:28,United States,New York,www.jd.com,1653338049771p3Lh,Success,
JPN-28042022-Isp8-102,102,Anna Lock,11,Box of Ensure Vanilla,Consumables,card,118,$8260,28-04-2022 12:08,Japan,Kyoto,www.amazon.com,1653338049685FxCe,Failed,Incorrect credit card number
US-11042022-arpe-38,38,Omar Jackson,24,Frozen Chicken Drumsticks,Consumables,card,101,$7575,11-04-2022 10:05,Canada,Quebec,www.amazon.com,165333804969589fH,Success,
CN-08042022-oKA1-33,33,Joe Jackson,22,Set of 10 Food Serving Scoops Large,Utensils,card,156,$12480,08-04-2022 07:00,United States,San Diego,www.ebay.com,1653338049754kKTe,Success,
JPN-03052022-uu9U-134,134,Alice Jackson,13,Crate of Granulated Potatoes 6x,Consumables,UPI,38,$3040,03-05-2022 08:00,China,Beijing,www.flipKart.com,1653338049758CLn8,Success,
JPN-08042022-0YW2-102,102,Anna Lock,44,Styrofoam Cup Lids,Utensil,Wallet,87,$3480,08-04-2022 12:25,Japan,Kyoto,www.jd.com,1653338049719i7vR,Success,
US-21052022-Kbzo-134,134,Alice Jackson,23,Set of 10 Food Serving Scoops Medium,Utensils,Wallet,193,$13510,21-05-2022 07:34,China,Beijing,www.jd.com,1653338049727esp2,Failed,Incorrect credit card number
US-02052022-TsNq-14,14,Shaun O'niel,8,Set of Metal Knives,Utensils,card,47,$2350,02-05-2022 08:11,China,Beijing,www.ebay.com,1653338049765neup,Failed,Expired card
CN-18052022-7j3J-62,62,Lisa Doe,5,Crate of Plastic Knives,Utensils,Internet Banking,131,$3930,18-05-2022 12:29,China,Shanghai,www.jd.com,16533380497339GVV,Success,
DEU-06052022-6u2D-80,80,Bob Lock,22,Set of 10 Food Serving Scoops Small,Utensils,Internet Banking,121,$7865,06-05-2022 07:25,Germany,Berlin,www.amazon.com,1653338049708ss30,Success,
CN-11052022-Rymo-110,110,Michael Doe,10,Box of Ensure Chocolate,Consumables,UPI,8,$560,11-05-2022 12:04,Canada,Montreal,www.flipKart.com,1653338049712x4hT,Success,
US-23042022-eLAt-34,34,John Jones,40,Whole Kernel Corn,Consumable,Internet Banking,109,$654,23-04-2022 10:19,Canada,Vancouver,www.amazon.com,16533380497019Zqu,Success,
AUS-14042022-99hx-52,52,Bob Smith,16,Crate of Clams in Gravy ,Consumables,card,45,$4725,14-04-2022 13:13,Canada,Vancouver,www.tatacliq.com,1653338049735yK9O,Failed,Expired card
AUS-21042022-XoYr-73,73,Omar Kringler,45,Minced Garlic,Consumable,card,176,$4048,21-04-2022 13:11,United States,San Diego,www.flipKart.com,1653338049729muuI,Success,
US-23042022-yiGZ-76,76,Alice Davidson,24,Frozen Chicken Drumsticks,Consumables,card,76,$5700,23-04-2022 07:13,United States,San Franciso,www.amazon.com,16533380496838UmM,Failed,Over limit
JPN-10052022-BAJl-110,110,Michael Doe,25,Frozen Ham,Consumables,UPI,69,$4140,10-05-2022 12:27,Canada,Montreal,www.flipKart.com,1653338049698meYz,Failed,Invalid expiration date
US-04052022-fE71-8,8,Shaun Kringler,11,Box of Ensure Vanilla,Consumables,Internet Banking,177,$12390,04-05-2022 10:34,Australia,Brisbane,www.tatacliq.com,1653338049762Iubt,Success,
CAN-06052022-klbZ-91,91,Anna Doe,44,Styrofoam Cup Lids,Utensil,Internet Banking,93,$3720,06-05-2022 12:19,Germany,Hamburg,www.amazon.com,1653338049699Y1IY,Failed,Invalid expiration date
JPN-12042022-hR4T-61,61,Shaun Jackson,42,Red and Green Pepper Strips ,Consumable,UPI,2,$60,12-04-2022 07:56,Japan,Osaka,www.amazon.com,1653338049732cfwm,Failed,Invalid security code
JPN-04052022-oUDq-43,43,Joe Kringler,2,Crate of Strawberries,Consumables,UPI,129,$13932,04-05-2022 08:09,United States,San Diego,www.tatacliq.com,1653338049749NBCB,Failed,Over limit
US-16042022-pd3G-53,53,Alice Carter,47,Sweet Peas,Consumable,Wallet,93,$5580,16-04-2022 09:14,Australia,Sydney,www.jd.com,1653338049753PsZS,Success,
US-05052022-6zYE-52,52,Bob Smith,23,Set of 10 Food Serving Scoops Medium,Utensils,Internet Banking,135,$9450,05-05-2022 10:24,Canada,Vancouver,www.jd.com,1653338049730NKnP,Success,
AUS-10042022-Ueyu-124,124,Omar Parker,12,Box of Ensure Strawberry,Consumables,card,154,$10780,10-04-2022 08:25,United States,San Diego,www.jd.com,1653338049751NI3M,Success,
DEU-02042022-UmxL-12,12,Shaun Carter,8,Set of Metal Knives,Utensils,UPI,2,$100,02-04-2022 12:01,United States,Houston,www.jd.com,1653338049775eAhe,Failed,Invalid expiration date
CAN-21042022-OBk5-72,72,Bob Jones,1,Crate of Bananas,Consumables,Wallet,67,$2345,21-04-2022 09:23,Australia,Brisbane,www.ebay.com,1653338049704Dydp,Failed,Over limit
US-08042022-QEll-5,5,John Doe,41,Sliced Jalapenos in brine ,Consumable,Internet Banking,138,$22218,08-04-2022 09:20,Japan,Osaka,www.amazon.com,1653338049713lUzo,Failed,Invalid expiration date
JPN-10052022-JpR7-100,100,Michael Parker,43,Set of Whisks ,Utensil,card,197,$11820,10-05-2022 13:08,Australia,Melbourne,www.ebay.com,1653338049679xgeu,Success,
DEU-22052022-6h9x-125,125,Sam Jordan,14,Disposable Napkins ,Utensils,Internet Banking,150,$4500,22-05-2022 08:30,United States,San Diego,www.tatacliq.com,1653338049721sYs0,Success,
CN-29042022-zx57-18,18,Anna Kringler,23,Large Capacity Blender,Device,card,178,$35600,29-04-2022 07:13,Australia,Sydney,www.flipKart.com,1653338049692H8jv,Failed,Over limit
CAN-31032022-HT0f-110,110,Michael Doe,23,Set of 10 Food Serving Scoops Medium,Utensils,UPI,131,$9170,31-03-2022 12:02,Canada,Montreal,www.jd.com,1653338049685XYIm,Success,
CN-21042022-OZTY-31,31,Alice Jones,23,Set of 10 Food Serving Scoops Medium,Utensils,card,87,$6090,21-04-2022 13:07,Australia,Sydney,www.amazon.com,1653338049738FiCJ,Failed,Unsupported card type
CN-10052022-wMob-24,24,Alice Doe,5,Crate of Plastic Knives,Utensils,UPI,108,$3240,10-05-2022 07:18,Canada,Quebec,www.flipKart.com,1653338049774icxn,Failed,Incorrect credit card number
CN-04042022-Fq4m-29,29,Bob Jackson,1,Crate of Bananas,Consumables,Internet Banking,9,$315,04-04-2022 07:31,United States,San Diego,www.jd.com,1653338049701XFX3,Success,
CAN-10042022-tZLR-41,41,Helen Parker,3,Watermelon,Consumables,card,183,$3294,10-04-2022 09:24,Australia,Brisbane,www.jd.com,1653338049727c7u9,Failed,Unsupported card type
CN-20052022-5TOj-29,29,Bob Jackson,22,Set of 10 Food Serving Scoops Large,Utensils,card,102,$8160,20-05-2022 10:06,United States,San Diego,www.amazon.com,1653338049707tuRc,Success,
CN-23052022-cgwV-122,122,Dave Lock,26,Frozen Fish,Consumables,Internet Banking,99,$15444,23-05-2022 11:22,Japan,Osaka,www.amazon.com,1653338049759tvRA,Success,
CN-21052022-z9EK-16,16,Michael Jordan,7,Set of Metal Forks,Utensils,Wallet,176,$8800,21-05-2022 09:23,Japan,Kyoto,www.tatacliq.com,1653338049737kdVG,Failed,Invalid expiration date
DEU-11052022-CaIQ-113,113,Lisa O'niel,27,Crate of Beef ,Consumables,card,158,$71100,11-05-2022 10:22,Germany,Berlin,www.amazon.com,16533380497111Zm7,Success,
CAN-22042022-9eGV-135,135,Sam Jones,26,Frozen Fish,Consumables,Wallet,57,$8892,22-04-2022 11:07,Germany,Munich,www.flipKart.com,16533380497749jbv,Success,
CN-22042022-c0L4-53,53,Alice Carter,45,Minced Garlic,Consumable,Wallet,138,$3174,22-04-2022 09:07,Australia,Sydney,www.jd.com,1653338049686QkVs,Failed,Lost card
AUS-13042022-e7z3-60,60,Helen Carter,43,Set of Whisks ,Utensil,Internet Banking,156,$9360,13-04-2022 09:32,China,Shanghai,www.amazon.com,1653338049738RrGH,Success,
DEU-23042022-vxtu-53,53,Alice Carter,12,Box of Ensure Strawberry,Consumables,Internet Banking,125,$8750,23-04-2022 10:31,Australia,Sydney,www.ebay.com,1653338049746Nm5A,Failed,Expired card
